,utterance,prompt,bigscience/T0pp
710,I Am Extremely Unhappy With This App And Want To Get Rid Of My Account?,Considering this utterance: I Am Extremely Unhappy With This App And Want To Get Rid Of My Account? What is the intent that best describes it?,unflattering review and want to quit using the app
711,How Do I Delete My Account?,Considering this utterance: How Do I Delete My Account? What is the intent that best describes it?,ask a question online. i want help
712,This Company Sucks! Can You Delete My Account?,Considering this utterance: This Company Sucks! Can You Delete My Account? What is the intent that best describes it?,Angry and upset at an online merchant
713,I Wish To Close My Account. I Do Not Like The Service You Provide.,Considering this utterance: I Wish To Close My Account. I Do Not Like The Service You Provide. What is the intent that best describes it?,Close my account with a bad service provider
714,Can You Help Me Get Rid Of My Account?,Considering this utterance: Can You Help Me Get Rid Of My Account? What is the intent that best describes it?,help someone close a bank account quickly.
715,"I Don'T Find Your Services Useful Anymore, How Do I Delete My Account?","Considering this utterance: I Don'T Find Your Services Useful Anymore, How Do I Delete My Account? What is the intent that best describes it?",delete my account now pleasesrs@gmailcom
716,"Please Delete My Account, This Company Is Not Working For Me!","Considering this utterance: Please Delete My Account, This Company Is Not Working For Me! What is the intent that best describes it?","Disputed with a company, person or product"
717,I Want To Delete My Account. I'M Unhappy With The Service You'Re Providing.,Considering this utterance: I Want To Delete My Account. I'M Unhappy With The Service You'Re Providing. What is the intent that best describes it?,Request for refund of fees and for the closing of a merchant's account
718,Can You Tell Me How To Close My Account?,Considering this utterance: Can You Tell Me How To Close My Account? What is the intent that best describes it?,Asking questions or trying to get information to understand things.
719,This Company Sucks! Can You Terminate My Account?,Considering this utterance: This Company Sucks! Can You Terminate My Account? What is the intent that best describes it?,berate the company for poor service and ask for a refund
720,"What Do I Do If An Atm ""Stole"" My Card?","Considering this utterance: What Do I Do If An Atm ""Stole"" My Card? What is the intent that best describes it?",robbed someone of a credit card
721,How Do I Retrieve My Card From The Machine?,Considering this utterance: How Do I Retrieve My Card From The Machine? What is the intent that best describes it?,get the card back from the machine without asking
722,I Was Retrieving Money And My Card Wouldn'T Remove.,Considering this utterance: I Was Retrieving Money And My Card Wouldn'T Remove. What is the intent that best describes it?,Remove money with a card..?
723,What Do I Do Since The Machine Swallowed My Card. I Need One.,Considering this utterance: What Do I Do Since The Machine Swallowed My Card. I Need One. What is the intent that best describes it?,Needs a new credit card ASAP.
724,How Do I Get My Card Back After The Atm Has Pulled It In?,Considering this utterance: How Do I Get My Card Back After The Atm Has Pulled It In? What is the intent that best describes it?,ask a question and wait for the question to be answered
725,Atm Took My Card,Considering this utterance: Atm Took My Card What is the intent that best describes it?,misplaced memory of my card number and pin
726,Is There A Way I Can Get My Atm Card Back From The Machine?,Considering this utterance: Is There A Way I Can Get My Atm Card Back From The Machine? What is the intent that best describes it?,retrieve my lost atm card from the machine
727,I Think The Atm Ate My Card.,Considering this utterance: I Think The Atm Ate My Card. What is the intent that best describes it?,a sad story for the card holder
728,The Atm Didn'T Give Me The Card Back!,Considering this utterance: The Atm Didn'T Give Me The Card Back! What is the intent that best describes it?,Tell me I am not insane..
729,How Can I Get My Card Out Of The Damn Atm?,Considering this utterance: How Can I Get My Card Out Of The Damn Atm? What is the intent that best describes it?,Angry and annoyed with bank machine's
730,The Atm Won'T Give My Card Back!,Considering this utterance: The Atm Won'T Give My Card Back! What is the intent that best describes it?,express anger and frustration about the situation despite having followed all of the procedures
731,How Can I Get My Card Back Out?,Considering this utterance: How Can I Get My Card Back Out? What is the intent that best describes it?,pull the card back out to read it.
732,The Atm Machine Stole My Card.,Considering this utterance: The Atm Machine Stole My Card. What is the intent that best describes it?,ill-advise others to not use their card in the bank
733,The Atm At Metro Bank On High St. Kensington Swallowed My Card. How Do I Get It Back?,Considering this utterance: The Atm At Metro Bank On High St. Kensington Swallowed My Card. How Do I Get It Back? What is the intent that best describes it?,ask for the card back at the bank in person
734,My Atm Got Stuck And I'M Not Sure What To Do.,Considering this utterance: My Atm Got Stuck And I'M Not Sure What To Do. What is the intent that best describes it?,panicked and unsure how to fix it
735,The Atm Ate My Card.,Considering this utterance: The Atm Ate My Card. What is the intent that best describes it?,a joke in bad taste.. but still
736,The Atm Won'T Give Me My Card Back.,Considering this utterance: The Atm Won'T Give Me My Card Back. What is the intent that best describes it?,give me my card back please i've put it in the right one
737,My Card Was Confiscated By An Atm. How Do I Get My Card Back?,Considering this utterance: My Card Was Confiscated By An Atm. How Do I Get My Card Back? What is the intent that best describes it?,help the bank in return for the card.
