,utterance,prompt,bigscience/T0pp
757,I Have A Duplicate Payment Showing,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express shock at a mistake in the payment of money
758,I Made A Payment That Got Charged Twice Instead Of Once.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,a mistake was made in the payment transaction
759,What Are My Remedies If I Think I Was Charged Twice For The Same Expense?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Ask questions to find the answers. if you think
760,Can I Verify The Source Of My Funds?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,verify the source of their funds. or to check if the funds have come from an illicit source.
761,I Want Information About The Source Of Funds.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Wanting the source of the information to be revealed
762,Where Are My Funds Being Sourced From?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,a place where money is stored or withdrawn
763,I Would Like To Verify The Source Of My Money,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Verify the source is money. of your money
764,Where To Funds Come From,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Where's the money going to come from?
765,What Is The Source Of My Funds.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,express gratitude and give someone an idea how they can better help you
766,I Need To Verify My Source Of Funds,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,verify money i need to verify the source
767,I Would Like To See The Source Of My Money.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,demand for accountability for what one has earned or received
768,Why Do You Need All This Information About My Source Of Funds?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,describe their reasoning for a policy or ask for it
769,How Can I Check The Source Of Funds?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,check the source of funds in a transaction
770,How Can I Tell Where My Funds Came From?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,tell where it came from. cbs news
771,What Is The Source Of My Available Funds?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Business Finances: Buying and Selling Businesses
772,Can I Find The Origination Of My Funds?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Description or Identification of things or events. (computers)
773,My Source Of Funds Need Verified.,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Verify the source of income of the person applying for the loan
774,What Information Do You Need To Verify My Source Of Funds?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,Requesting information about financial transactions in order to avoid embezzlement.
775,I Need The Source Of My Funds Verified. How Do I Do This?,Considering this utterance: {}. What is the intent that best describes it expressed as a phrase of one or two words,verifying the source of ones funds is a good safeguard
